Year,Crop,Area,Production,Yield,Province,temperature_2m_max,temperature_2m_min,temperature_2m_mean,Combined_temperature_normalized,precipitation_sum,precipitation_sum_normalized,shortwave_radiation,shortwave_radiation_normalized,fao_evapotranspiration,fao_evapotranspiration_normalized,precipitation_hours,precipitation_hours_normalized,Climate_Index
2016,dates,91.68,202.3,55.17,Sindh,38.21,23.98,31.69,0.76,0.1,0.0,25.15,0.79,7.61,0.62,1,0.0,0.54
2016,dates,91.68,202.3,55.17,Sindh,42.87,27.41,34.92,0.94,11.3,0.02,27.27,0.94,9.23,0.83,19,0.07,0.68
2016,dates,91.68,202.3,55.17,Sindh,42.13,28.5,34.94,0.95,5.7,0.01,25.71,0.83,8.42,0.72,18,0.07,0.63
2016,dates,91.68,202.3,55.17,Sindh,39.49,28.62,33.24,0.88,1.2,0.0,23.43,0.66,7.85,0.65,6,0.02,0.55
2016,dates,91.68,202.3,55.17,Sindh,35.97,27.0,30.98,0.76,117.6,0.22,20.58,0.46,5.35,0.33,79,0.31,0.44
2016,dates,91.68,202.3,55.17,Sindh,38.09,25.41,31.14,0.78,0.0,0.0,22.32,0.59,6.66,0.5,0,0.0,0.47
2016,dates,91.68,202.3,55.17,Sindh,36.75,23.56,30.44,0.71,0.3,0.0,19.94,0.42,5.57,0.36,2,0.01,0.37
2016,dates,91.68,202.3,55.17,Sindh,31.11,17.81,24.53,0.44,0.0,0.0,17.49,0.25,4.44,0.21,0,0.0,0.22
2016,dates,91.68,202.3,55.17,Sindh,27.39,15.29,21.28,0.29,0.0,0.0,15.55,0.11,3.55,0.1,0,0.0,0.12
2017,dates,95.14,309.7,81.38,Sindh,21.55,11.98,16.39,0.07,10.7,0.02,15.68,0.12,3.21,0.06,27,0.11,0.07
2017,dates,95.14,309.7,81.38,Sindh,27.08,15.12,21.01,0.28,0.5,0.0,19.74,0.41,5.17,0.31,2,0.01,0.25
2017,dates,95.14,309.7,81.38,Sindh,33.38,20.06,26.8,0.55,0.7,0.0,23.35,0.66,7.01,0.54,2,0.01,0.44
2017,dates,95.14,309.7,81.38,Sindh,40.42,25.48,32.95,0.84,4.9,0.01,26.77,0.9,9.99,0.92,5,0.02,0.67
2017,dates,95.14,309.7,81.38,Sindh,43.26,27.91,35.38,0.96,10.6,0.02,26.19,0.86,9.69,0.88,12,0.05,0.68
2017,dates,95.14,309.7,81.38,Sindh,40.56,29.16,34.18,0.92,12.7,0.02,25.74,0.83,9.44,0.85,12,0.05,0.66
2017,dates,95.14,309.7,81.38,Sindh,38.0,28.01,32.14,0.83,61.5,0.11,22.17,0.58,7.32,0.58,35,0.14,0.52
2017,dates,95.14,309.7,81.38,Sindh,38.6,27.73,32.27,0.84,86.6,0.16,21.98,0.56,7.45,0.6,50,0.2,0.54
2017,dates,95.14,309.7,81.38,Sindh,37.11,25.56,30.94,0.76,4.3,0.01,21.63,0.54,6.28,0.45,17,0.07,0.44
2017,dates,95.14,309.7,81.38,Sindh,37.75,24.19,31.05,0.75,0.0,0.0,20.12,0.43,6.73,0.51,0,0.0,0.42
2017,dates,95.14,309.7,81.38,Sindh,29.35,18.21,23.79,0.41,0.0,0.0,16.3,0.16,4.68,0.24,0,0.0,0.2
2017,dates,95.14,309.7,81.38,Sindh,23.5,13.34,18.05,0.15,1.0,0.0,14.08,0.01,3.79,0.13,5,0.02,0.07
2018,dates,96.3,186.36,48.38,Sindh,24.56,12.95,18.59,0.17,0.0,0.0,15.21,0.09,3.7,0.12,0,0.0,0.1
2018,dates,96.3,186.36,48.38,Sindh,27.83,15.86,21.79,0.31,0.3,0.0,17.97,0.28,4.73,0.25,2,0.01,0.21
2018,dates,96.3,186.36,48.38,Sindh,34.75,21.1,28.28,0.61,0.2,0.0,22.82,0.62,7.46,0.6,1,0.0,0.46
2018,dates,96.3,186.36,48.38,Sindh,39.89,25.93,33.04,0.84,8.2,0.02,24.58,0.75,9.1,0.81,6,0.02,0.6
2018,dates,96.3,186.36,48.38,Sindh,42.97,28.71,35.83,0.98,1.2,0.0,26.54,0.88,10.6,1.0,1,0.0,0.72
2018,dates,96.3,186.36,48.38,Sindh,41.7,28.68,34.3,0.93,2.8,0.01,25.23,0.79,9.75,0.89,7,0.03,0.66
2018,dates,96.3,186.36,48.38,Sindh,40.44,28.45,33.46,0.9,0.0,0.0,23.48,0.67,8.72,0.76,0,0.0,0.58
2018,dates,96.3,186.36,48.38,Sindh,38.98,27.04,31.95,0.83,0.7,0.0,23.05,0.64,8.13,0.68,2,0.01,0.54
2018,dates,96.3,186.36,48.38,Sindh,38.56,25.44,31.28,0.79,0.0,0.0,22.14,0.57,7.22,0.57,0,0.0,0.48
2018,dates,96.3,186.36,48.38,Sindh,36.5,24.02,30.56,0.72,0.0,0.0,19.54,0.39,6.46,0.47,0,0.0,0.4
2018,dates,96.3,186.36,48.38,Sindh,30.75,19.74,25.24,0.48,0.0,0.0,15.82,0.13,4.7,0.25,0,0.0,0.22
2018,dates,96.3,186.36,48.38,Sindh,24.45,13.67,18.93,0.18,0.0,0.0,14.46,0.03,3.5,0.09,0,0.0,0.08
2019,dates,97.86,215.8,55.13,Sindh,22.78,12.57,17.45,0.11,20.8,0.04,14.89,0.06,3.19,0.05,25,0.1,0.06
2019,dates,97.86,215.8,55.13,Sindh,24.46,13.47,18.84,0.18,4.2,0.01,18.19,0.3,4.46,0.22,12,0.05,0.18
2019,dates,97.86,215.8,55.13,Sindh,29.74,18.32,24.15,0.42,19.2,0.04,20.58,0.46,5.75,0.38,11,0.04,0.32
2019,dates,97.86,215.8,55.13,Sindh,39.37,25.2,32.63,0.82,0.2,0.0,24.58,0.75,9.03,0.8,1,0.0,0.59
2019,dates,97.86,215.8,55.13,Sindh,41.38,27.57,34.41,0.91,1.4,0.0,25.53,0.81,9.66,0.88,2,0.01,0.65
2019,dates,97.86,215.8,55.13,Sindh,42.46,29.95,35.89,0.99,0.1,0.0,25.61,0.82,9.67,0.88,1,0.0,0.67
2019,dates,97.86,215.8,55.13,Sindh,39.42,28.76,33.24,0.88,72.6,0.13,23.25,0.65,8.64,0.75,41,0.16,0.6
2019,dates,97.86,215.8,55.13,Sindh,35.19,26.84,30.4,0.74,187.2,0.34,21.0,0.49,5.69,0.37,82,0.32,0.48
2019,dates,97.86,215.8,55.13,Sindh,37.24,27.26,31.8,0.8,29.5,0.05,21.33,0.52,5.91,0.4,15,0.06,0.44
2019,dates,97.86,215.8,55.13,Sindh,34.99,24.31,29.62,0.68,13.6,0.03,18.51,0.32,5.78,0.38,11,0.04,0.35
2019,dates,97.86,215.8,55.13,Sindh,26.97,18.43,22.5,0.35,23.2,0.04,14.8,0.06,3.93,0.15,27,0.11,0.15
2019,dates,97.86,215.8,55.13,Sindh,22.03,12.92,17.18,0.1,0.8,0.0,14.13,0.01,3.09,0.04,2,0.01,0.04
2020,dates,99.62,219.93,55.19,Sindh,20.4,10.61,15.3,0.01,5.6,0.01,14.47,0.03,3.13,0.05,13,0.05,0.02
2020,dates,99.62,219.93,55.19,Sindh,27.43,15.43,21.43,0.29,0.0,0.0,18.8,0.34,4.98,0.28,0,0.0,0.23
2020,dates,99.62,219.93,55.19,Sindh,30.35,18.64,24.57,0.44,4.6,0.01,21.4,0.52,6.1,0.43,17,0.07,0.35
2020,dates,99.62,219.93,55.19,Sindh,38.36,25.7,32.2,0.8,0.0,0.0,24.22,0.72,8.57,0.74,0,0.0,0.56
2020,dates,99.62,219.93,55.19,Sindh,42.55,28.14,35.19,0.95,0.0,0.0,25.97,0.84,10.01,0.92,0,0.0,0.68
2020,dates,99.62,219.93,55.19,Sindh,41.61,28.83,34.6,0.94,0.0,0.0,25.77,0.83,9.55,0.87,0,0.0,0.66
2020,dates,99.62,219.93,55.19,Sindh,40.23,29.76,34.3,0.93,4.5,0.01,22.81,0.62,8.06,0.68,12,0.05,0.56
2020,dates,99.62,219.93,55.19,Sindh,36.77,28.49,32.02,0.82,165.5,0.3,19.92,0.42,6.02,0.42,131,0.52,0.49
2020,dates,99.62,219.93,55.19,Sindh,37.75,26.58,31.74,0.8,2.1,0.0,21.69,0.54,6.35,0.46,9,0.04,0.45
2020,dates,99.62,219.93,55.19,Sindh,36.37,23.13,30.03,0.69,0.0,0.0,20.06,0.43,6.55,0.48,0,0.0,0.4
2020,dates,99.62,219.93,55.19,Sindh,28.63,16.83,22.76,0.36,2.2,0.0,16.25,0.16,4.65,0.24,8,0.03,0.19
2020,dates,99.62,219.93,55.19,Sindh,22.92,12.95,17.65,0.12,0.0,0.0,14.41,0.03,3.5,0.09,0,0.0,0.06
2021,dates,101.38,224.03,55.25,Sindh,22.79,10.9,16.74,0.08,0.0,0.0,16.17,0.15,3.96,0.15,0,0.0,0.1
2021,dates,101.38,224.03,55.25,Sindh,30.15,16.12,23.26,0.38,0.0,0.0,19.26,0.37,5.46,0.34,0,0.0,0.27
2021,dates,101.38,224.03,55.25,Sindh,36.13,21.38,28.93,0.65,0.0,0.0,22.79,0.62,7.56,0.61,0,0.0,0.47
2021,dates,101.38,224.03,55.25,Sindh,39.26,25.1,32.4,0.81,0.5,0.0,25.47,0.81,8.97,0.79,1,0.0,0.6
2021,dates,101.38,224.03,55.25,Sindh,42.11,27.83,34.77,0.93,0.0,0.0,25.28,0.8,9.53,0.86,0,0.0,0.65
2021,dates,101.38,224.03,55.25,Sindh,41.07,28.24,33.74,0.91,0.1,0.0,25.46,0.81,9.19,0.82,1,0.0,0.64
2021,dates,101.38,224.03,55.25,Sindh,38.83,28.34,32.65,0.86,42.8,0.08,22.21,0.58,7.62,0.62,32,0.13,0.54
2021,dates,101.38,224.03,55.25,Sindh,39.53,26.5,31.84,0.83,0.0,0.0,23.91,0.7,8.19,0.69,0,0.0,0.55
2021,dates,101.38,224.03,55.25,Sindh,37.9,28.93,33.35,0.86,37.9,0.07,19.09,0.36,6.28,0.45,40,0.16,0.44
2021,dates,101.38,224.03,55.25,Sindh,33.68,21.76,27.31,0.59,12.0,0.02,19.82,0.41,5.35,0.33,10,0.04,0.34
2021,dates,101.38,224.03,55.25,Sindh,29.32,17.6,23.58,0.39,0.0,0.0,16.46,0.17,4.88,0.27,0,0.0,0.21
2021,dates,101.38,224.03,55.25,Sindh,23.09,13.4,18.0,0.14,4.6,0.01,14.01,0.0,3.34,0.07,10,0.04,0.06
2022,dates,101.38,224.03,55.25,Sindh,20.58,11.14,15.45,0.02,55.8,0.1,14.85,0.06,2.78,0.0,30,0.12,0.04
2022,dates,101.38,224.03,55.25,Sindh,27.22,14.92,20.92,0.28,0.5,0.0,18.89,0.35,4.86,0.27,4,0.02,0.22
2022,dates,101.38,224.03,55.25,Sindh,35.92,21.96,29.11,0.65,2.7,0.0,22.83,0.62,7.81,0.64,3,0.01,0.48
2022,dates,101.38,224.03,55.25,Sindh,41.98,27.39,34.64,0.92,0.0,0.0,25.61,0.82,10.31,0.96,0,0.0,0.68
2022,dates,101.38,224.03,55.25,Sindh,43.61,27.96,35.31,0.97,0.0,0.0,26.51,0.88,10.5,0.99,0,0.0,0.71
2022,dates,101.38,224.03,55.25,Sindh,41.27,28.2,34.05,0.92,0.0,0.0,25.85,0.84,9.84,0.9,0,0.0,0.66
2022,dates,101.38,224.03,55.25,Sindh,32.85,26.94,29.4,0.69,349.8,0.64,17.86,0.27,4.52,0.22,251,0.99,0.46
2022,dates,101.38,224.03,55.25,Sindh,31.98,26.16,28.66,0.65,543.2,1.0,16.33,0.17,3.93,0.15,254,1.0,0.49
2022,dates,101.38,224.03,55.25,Sindh,35.71,25.4,29.88,0.72,0.0,0.0,22.29,0.58,6.04,0.42,0,0.0,0.43
2022,dates,101.38,224.03,55.25,Sindh,35.92,23.06,29.37,0.68,0.0,0.0,20.03,0.43,6.33,0.45,0,0.0,0.39
2022,dates,101.38,224.03,55.25,Sindh,30.48,19.43,24.78,0.46,0.0,0.0,16.04,0.14,4.76,0.25,0,0.0,0.21
2022,dates,101.38,224.03,55.25,Sindh,25.25,14.72,19.73,0.22,0.0,0.0,14.42,0.03,3.81,0.13,0,0.0,0.1
2001,grapes,0.0,0.0,0.0,Sindh,23.25,10.33,16.96,0.08,0.0,0.0,17.29,0.23,3.75,0.13,0,0.0,0.11
2001,grapes,0.0,0.0,0.0,Sindh,27.75,13.61,20.96,0.26,0.0,0.0,20.09,0.43,5.16,0.31,0,0.0,0.25
2001,grapes,0.0,0.0,0.0,Sindh,32.97,18.29,26.25,0.5,0.4,0.0,23.35,0.66,6.75,0.51,2,0.01,0.42
2001,grapes,0.0,0.0,0.0,Sindh,38.67,22.86,31.29,0.75,1.6,0.0,26.38,0.87,8.25,0.7,3,0.01,0.58
2001,grapes,0.0,0.0,0.0,Sindh,42.22,26.9,34.12,0.91,0.0,0.0,27.67,0.96,9.38,0.84,0,0.0,0.68
2001,grapes,0.0,0.0,0.0,Sindh,41.09,27.57,33.76,0.9,2.6,0.0,26.03,0.85,8.84,0.78,5,0.02,0.63
2001,grapes,0.0,0.0,0.0,Sindh,36.52,27.44,31.47,0.79,46.7,0.09,20.96,0.49,6.24,0.44,52,0.2,0.45
2001,grapes,0.0,0.0,0.0,Sindh,35.77,25.72,30.05,0.73,100.9,0.19,21.24,0.51,5.83,0.39,80,0.31,0.46
2001,grapes,0.0,0.0,0.0,Sindh,37.8,25.15,31.34,0.77,0.0,0.0,22.45,0.6,6.77,0.51,0,0.0,0.47
2001,grapes,0.0,0.0,0.0,Sindh,37.43,23.97,30.96,0.74,0.5,0.0,20.37,0.45,6.1,0.43,1,0.0,0.4
2001,grapes,0.0,0.0,0.0,Sindh,30.6,17.69,24.25,0.43,0.0,0.0,17.54,0.25,4.81,0.26,0,0.0,0.24
2001,grapes,0.0,0.0,0.0,Sindh,26.26,14.41,20.25,0.24,0.0,0.0,15.44,0.1,3.58,0.1,0,0.0,0.11
2002,grapes,0.0,0.0,0.0,Sindh,23.58,11.37,17.48,0.11,0.0,0.0,17.01,0.21,3.88,0.14,0,0.0,0.12
2002,grapes,0.0,0.0,0.0,Sindh,25.88,12.29,19.25,0.19,0.0,0.0,19.99,0.42,4.76,0.25,0,0.0,0.22
2002,grapes,0.0,0.0,0.0,Sindh,33.6,18.96,26.84,0.53,0.0,0.0,23.53,0.67,6.82,0.52,0,0.0,0.43
2002,grapes,0.0,0.0,0.0,Sindh,39.86,24.16,32.42,0.8,0.0,0.0,26.49,0.88,8.89,0.78,0,0.0,0.62
2002,grapes,0.0,0.0,0.0,Sindh,43.58,27.31,35.18,0.96,3.3,0.01,28.19,1.0,9.7,0.89,6,0.02,0.72
2002,grapes,0.0,0.0,0.0,Sindh,41.78,28.0,34.14,0.92,3.4,0.01,26.66,0.89,8.85,0.78,8,0.03,0.65
2002,grapes,0.0,0.0,0.0,Sindh,39.75,26.65,32.08,0.84,0.2,0.0,26.05,0.85,8.53,0.74,1,0.0,0.61
2002,grapes,0.0,0.0,0.0,Sindh,38.12,26.25,31.43,0.79,6.1,0.01,22.99,0.63,7.31,0.58,7,0.03,0.5
2002,grapes,0.0,0.0,0.0,Sindh,38.14,24.49,30.77,0.76,0.6,0.0,22.53,0.6,6.84,0.52,3,0.01,0.47
2002,grapes,0.0,0.0,0.0,Sindh,37.08,23.04,30.4,0.71,0.0,0.0,20.62,0.47,6.04,0.42,0,0.0,0.4
2002,grapes,0.0,0.0,0.0,Sindh,30.26,18.32,24.31,0.43,0.6,0.0,16.99,0.21,4.53,0.22,2,0.01,0.22
2002,grapes,0.0,0.0,0.0,Sindh,25.09,13.04,19.07,0.18,0.5,0.0,15.49,0.11,3.7,0.12,1,0.0,0.1
2003,grapes,0.0,0.0,0.0,Sindh,23.95,11.94,18.01,0.13,3.1,0.01,16.45,0.17,3.68,0.12,8,0.03,0.11
2003,grapes,0.0,0.0,0.0,Sindh,27.0,14.72,20.95,0.27,1.9,0.0,18.95,0.35,4.56,0.23,8,0.03,0.21
2003,grapes,0.0,0.0,0.0,Sindh,32.7,18.41,26.02,0.5,0.0,0.0,23.63,0.68,6.6,0.49,0,0.0,0.42
2003,grapes,0.0,0.0,0.0,Sindh,38.76,23.32,31.54,0.76,0.7,0.0,26.93,0.91,8.58,0.74,1,0.0,0.6
2003,grapes,0.0,0.0,0.0,Sindh,41.95,25.74,33.95,0.89,4.5,0.01,27.95,0.98,9.31,0.84,7,0.03,0.68
2003,grapes,0.0,0.0,0.0,Sindh,42.72,27.8,34.38,0.94,0.9,0.0,26.81,0.9,8.97,0.79,3,0.01,0.66
2003,grapes,0.0,0.0,0.0,Sindh,34.78,27.34,30.52,0.74,360.3,0.66,18.5,0.32,5.09,0.3,158,0.62,0.5
2003,grapes,0.0,0.0,0.0,Sindh,35.61,26.39,30.47,0.74,7.4,0.01,21.66,0.54,5.88,0.4,17,0.07,0.42
2003,grapes,0.0,0.0,0.0,Sindh,36.67,24.77,30.12,0.73,0.0,0.0,22.68,0.61,6.59,0.49,0,0.0,0.46
2003,grapes,0.0,0.0,0.0,Sindh,35.98,21.56,29.0,0.65,0.0,0.0,20.89,0.49,6.0,0.41,0,0.0,0.39
2003,grapes,0.0,0.0,0.0,Sindh,28.46,16.21,22.32,0.34,0.0,0.0,17.53,0.25,4.5,0.22,0,0.0,0.2
2003,grapes,0.0,0.0,0.0,Sindh,24.1,12.44,18.23,0.14,0.0,0.0,15.6,0.11,3.43,0.08,0,0.0,0.08
2004,grapes,0.0,0.0,0.0,Sindh,22.86,11.79,17.18,0.1,7.0,0.01,15.96,0.14,3.31,0.07,18,0.07,0.08
2004,grapes,0.0,0.0,0.0,Sindh,28.43,14.35,21.51,0.29,0.0,0.0,20.1,0.43,4.86,0.27,0,0.0,0.25
2004,grapes,0.0,0.0,0.0,Sindh,36.07,20.19,28.58,0.62,0.0,0.0,24.23,0.72,6.89,0.53,0,0.0,0.47
2004,grapes,0.0,0.0,0.0,Sindh,40.71,24.78,33.25,0.84,1.7,0.0,26.54,0.88,8.5,0.73,3,0.01,0.61
2004,grapes,0.0,0.0,0.0,Sindh,42.31,26.09,34.13,0.9,0.0,0.0,27.79,0.97,9.09,0.81,0,0.0,0.67
2004,grapes,0.0,0.0,0.0,Sindh,41.57,28.52,34.4,0.93,0.9,0.0,26.15,0.86,8.88,0.78,3,0.01,0.64
2004,grapes,0.0,0.0,0.0,Sindh,39.07,26.86,32.02,0.83,0.4,0.0,25.17,0.79,8.32,0.71,1,0.0,0.58
2004,grapes,0.0,0.0,0.0,Sindh,38.95,27.15,32.22,0.83,4.6,0.01,22.93,0.63,7.24,0.57,10,0.04,0.51
2004,grapes,0.0,0.0,0.0,Sindh,37.75,25.82,31.43,0.78,1.1,0.0,21.79,0.55,6.68,0.5,2,0.01,0.46
2004,grapes,0.0,0.0,0.0,Sindh,33.17,21.41,27.38,0.57,23.4,0.04,18.97,0.35,5.15,0.3,35,0.14,0.32
2004,grapes,0.0,0.0,0.0,Sindh,30.61,17.8,24.3,0.43,0.0,0.0,16.94,0.21,4.37,0.2,0,0.0,0.21
2004,grapes,0.0,0.0,0.0,Sindh,24.81,13.8,19.14,0.19,4.5,0.01,15.01,0.07,3.66,0.11,13,0.05,0.1
2005,grapes,0.0,0.0,0.0,Sindh,21.62,10.63,16.14,0.04,8.8,0.02,16.19,0.16,3.36,0.08,9,0.04,0.08
2005,grapes,0.0,0.0,0.0,Sindh,24.7,13.2,18.83,0.17,0.3,0.0,18.17,0.29,4.17,0.18,2,0.01,0.16
2005,grapes,0.0,0.0,0.0,Sindh,32.14,18.86,25.71,0.49,1.3,0.0,22.4,0.59,5.94,0.4,8,0.03,0.37
2005,grapes,0.0,0.0,0.0,Sindh,37.54,22.19,30.46,0.7,5.1,0.01,26.58,0.89,7.8,0.64,8,0.03,0.56
2005,grapes,0.0,0.0,0.0,Sindh,41.03,25.42,33.63,0.86,14.3,0.03,27.26,0.94,8.37,0.72,23,0.09,0.64
2005,grapes,0.0,0.0,0.0,Sindh,41.88,27.98,34.55,0.93,5.5,0.01,26.1,0.85,8.69,0.76,8,0.03,0.64
2005,grapes,0.0,0.0,0.0,Sindh,39.49,27.88,32.91,0.86,5.4,0.01,23.93,0.7,7.94,0.66,6,0.02,0.56
2005,grapes,0.0,0.0,0.0,Sindh,38.25,26.63,31.58,0.8,0.8,0.0,23.37,0.66,7.36,0.59,4,0.02,0.51
2005,grapes,0.0,0.0,0.0,Sindh,37.57,26.42,31.76,0.79,17.0,0.03,21.19,0.51,6.34,0.46,27,0.11,0.45
2005,grapes,0.0,0.0,0.0,Sindh,36.0,21.89,29.19,0.66,0.0,0.0,20.59,0.46,6.17,0.43,0,0.0,0.39
2005,grapes,0.0,0.0,0.0,Sindh,30.19,17.44,24.03,0.41,0.0,0.0,17.38,0.24,4.61,0.23,0,0.0,0.22
2005,grapes,0.0,0.0,0.0,Sindh,24.35,11.83,17.97,0.13,0.0,0.0,15.87,0.13,3.64,0.11,0,0.0,0.09
2006,grapes,0.0,0.0,0.0,Sindh,23.18,10.6,16.88,0.08,0.0,0.0,16.58,0.18,3.76,0.13,0,0.0,0.1
2006,grapes,0.0,0.0,0.0,Sindh,30.34,16.62,23.69,0.4,0.0,0.0,18.9,0.35,4.79,0.26,0,0.0,0.25
2006,grapes,0.0,0.0,0.0,Sindh,31.87,17.51,25.2,0.46,8.6,0.02,23.19,0.65,6.13,0.43,11,0.04,0.39
2006,grapes,0.0,0.0,0.0,Sindh,38.81,22.97,31.43,0.75,3.6,0.01,26.29,0.87,7.87,0.65,4,0.02,0.57
2006,grapes,0.0,0.0,0.0,Sindh,43.48,26.45,34.86,0.94,3.1,0.01,27.61,0.96,9.24,0.83,7,0.03,0.68
2006,grapes,0.0,0.0,0.0,Sindh,41.51,27.74,34.36,0.92,0.3,0.0,26.45,0.88,8.77,0.77,1,0.0,0.64
2006,grapes,0.0,0.0,0.0,Sindh,39.66,28.06,33.19,0.87,61.8,0.11,23.53,0.67,7.71,0.63,44,0.17,0.57
2006,grapes,0.0,0.0,0.0,Sindh,33.05,26.13,29.12,0.67,157.0,0.29,18.24,0.3,4.2,0.18,156,0.61,0.36
2006,grapes,0.0,0.0,0.0,Sindh,36.24,25.17,30.5,0.73,49.3,0.09,21.19,0.51,5.82,0.39,27,0.11,0.43
2006,grapes,0.0,0.0,0.0,Sindh,36.23,24.29,30.25,0.71,1.9,0.0,19.94,0.42,5.54,0.35,2,0.01,0.37
2006,grapes,0.0,0.0,0.0,Sindh,29.87,18.8,24.41,0.43,0.0,0.0,17.02,0.21,4.33,0.2,0,0.0,0.21
2006,grapes,0.0,0.0,0.0,Sindh,22.82,12.43,17.4,0.11,18.2,0.03,14.77,0.06,2.99,0.03,11,0.04,0.06
2007,grapes,0.0,0.0,0.0,Sindh,23.58,12.24,17.88,0.13,0.0,0.0,16.29,0.16,3.61,0.11,0,0.0,0.1
2007,grapes,0.0,0.0,0.0,Sindh,27.44,15.41,21.43,0.29,3.5,0.01,18.95,0.35,4.35,0.2,9,0.04,0.21
2007,grapes,0.0,0.0,0.0,Sindh,31.18,17.74,24.69,0.44,14.7,0.03,22.5,0.6,5.66,0.37,20,0.08,0.36
2007,grapes,0.0,0.0,0.0,Sindh,40.21,23.85,32.52,0.81,3.6,0.01,26.09,0.85,7.93,0.66,7,0.03,0.58
2007,grapes,0.0,0.0,0.0,Sindh,42.04,26.6,34.35,0.91,6.7,0.01,27.75,0.97,8.76,0.77,10,0.04,0.66
2007,grapes,0.0,0.0,0.0,Sindh,38.95,28.58,33.3,0.87,68.3,0.13,23.2,0.65,7.81,0.64,76,0.3,0.57
2007,grapes,0.0,0.0,0.0,Sindh,37.66,28.09,32.47,0.83,18.4,0.03,23.13,0.64,6.72,0.5,21,0.08,0.5
2007,grapes,0.0,0.0,0.0,Sindh,35.29,26.44,30.27,0.73,161.7,0.3,21.39,0.52,5.46,0.34,79,0.31,0.47
2007,grapes,0.0,0.0,0.0,Sindh,37.77,25.78,31.57,0.78,1.7,0.0,22.1,0.57,6.36,0.46,8,0.03,0.45
2007,grapes,0.0,0.0,0.0,Sindh,35.74,21.79,29.12,0.65,0.0,0.0,20.95,0.49,6.23,0.44,0,0.0,0.4
2007,grapes,0.0,0.0,0.0,Sindh,31.76,18.31,25.15,0.47,0.0,0.0,17.42,0.24,4.36,0.2,0,0.0,0.23
2007,grapes,0.0,0.0,0.0,Sindh,23.49,12.61,17.93,0.13,0.0,0.0,15.19,0.08,3.38,0.08,0,0.0,0.07
2008,grapes,0.0,0.0,0.0,Sindh,20.69,9.8,15.19,0.0,10.2,0.02,15.5,0.11,3.25,0.06,13,0.05,0.05
2008,grapes,0.0,0.0,0.0,Sindh,25.83,11.64,18.81,0.17,2.7,0.0,20.27,0.44,4.82,0.26,5,0.02,0.22
2008,grapes,0.0,0.0,0.0,Sindh,35.34,19.6,27.85,0.59,1.5,0.0,23.7,0.68,6.97,0.54,8,0.03,0.45
2008,grapes,0.0,0.0,0.0,Sindh,37.81,22.38,30.6,0.71,19.5,0.04,26.35,0.87,7.74,0.63,9,0.04,0.56
2008,grapes,0.0,0.0,0.0,Sindh,42.09,25.92,33.36,0.88,7.9,0.01,27.55,0.96,9.28,0.83,13,0.05,0.67
2008,grapes,0.0,0.0,0.0,Sindh,40.53,28.61,33.94,0.91,0.1,0.0,25.7,0.82,8.6,0.74,1,0.0,0.62
2008,grapes,0.0,0.0,0.0,Sindh,38.83,27.49,32.26,0.84,19.8,0.04,24.21,0.72,7.84,0.65,14,0.06,0.56
2008,grapes,0.0,0.0,0.0,Sindh,35.92,25.82,30.21,0.73,43.4,0.08,21.84,0.55,6.12,0.43,41,0.16,0.45
2008,grapes,0.0,0.0,0.0,Sindh,37.98,26.51,31.95,0.8,0.5,0.0,22.15,0.57,6.58,0.49,3,0.01,0.46
2008,grapes,0.0,0.0,0.0,Sindh,37.32,23.58,30.57,0.73,0.0,0.0,20.28,0.44,6.11,0.43,0,0.0,0.4
2008,grapes,0.0,0.0,0.0,Sindh,30.41,17.26,23.99,0.41,0.0,0.0,17.53,0.25,4.77,0.26,0,0.0,0.23
2008,grapes,0.0,0.0,0.0,Sindh,23.45,14.15,18.48,0.16,43.2,0.08,13.99,0.0,2.77,0.0,64,0.25,0.06
2009,grapes,0.0,0.0,0.0,Sindh,22.35,12.07,17.02,0.09,16.3,0.03,15.29,0.09,2.98,0.03,40,0.16,0.06
2009,grapes,0.0,0.0,0.0,Sindh,28.68,15.42,22.16,0.33,0.0,0.0,19.46,0.39,4.75,0.25,0,0.0,0.24
2009,grapes,0.0,0.0,0.0,Sindh,33.49,19.46,26.8,0.54,4.6,0.01,22.93,0.63,6.11,0.43,8,0.03,0.4
2009,grapes,0.0,0.0,0.0,Sindh,38.44,23.15,31.32,0.75,2.9,0.01,26.64,0.89,8.34,0.71,3,0.01,0.59
2009,grapes,0.0,0.0,0.0,Sindh,43.81,27.33,35.84,0.97,2.5,0.0,27.7,0.97,9.25,0.83,5,0.02,0.69
2009,grapes,0.0,0.0,0.0,Sindh,42.27,27.8,34.79,0.94,8.9,0.02,25.96,0.84,8.42,0.72,14,0.06,0.63
2009,grapes,0.0,0.0,0.0,Sindh,38.9,28.52,33.21,0.87,28.0,0.05,22.97,0.63,7.03,0.54,39,0.15,0.52
2009,grapes,0.0,0.0,0.0,Sindh,38.53,27.64,32.27,0.84,31.5,0.06,22.45,0.6,7.13,0.56,23,0.09,0.52
2009,grapes,0.0,0.0,0.0,Sindh,37.64,25.15,30.81,0.76,6.1,0.01,22.1,0.57,6.44,0.47,14,0.06,0.45
2009,grapes,0.0,0.0,0.0,Sindh,36.58,22.44,29.74,0.68,0.0,0.0,20.53,0.46,5.96,0.41,0,0.0,0.39
2009,grapes,0.0,0.0,0.0,Sindh,29.78,17.45,23.64,0.4,0.0,0.0,17.31,0.23,4.7,0.25,0,0.0,0.22
